,pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbincl,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbinclerr1,pl_orbinclerr2,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_discmethod,pl_locale,pl_facility,pl_imppar,pl_rvamp,pl_disc,pl_ttvflag,pl_impparerr1,pl_impparerr2,pl_hostname,st_rad,st_mass,st_spstr,st_teff,st_metratio,st_raderr1,st_raderr2,st_masserr1,st_masserr2,pl_def_refname
1576,HD 219134 c,0.135,0.01372,6.95,87.28,6.76458,0.0653,0.062,Mass,0.0,0.004,-0.004,0.0006900000000000001,-0.0006900000000000001,0.1,-0.1,0.00033,-0.00033,0.0008,-0.0008,Radial Velocity,Ground,Roque de los Muchachos Observatory,0.813,1.6969999999999998,2015,0,0.025,-0.025,HD 219134,0.78,0.81,K3 V,4699.0,[Fe/H],0.01,-0.01,0.03,-0.03,Gillon et al. 2017
1577,HD 219134 d,0.14400000000000002,0.05088,,,46.859,0.237,0.138,Mass,-1.0,0.002,-0.002,0.00201,-0.00201,,,0.028,-0.028,0.003,-0.003,Radial Velocity,Ground,Roque de los Muchachos Observatory,,3.34,2015,0,,,HD 219134,0.78,0.81,K3 V,4699.0,[Fe/H],0.01,-0.01,0.03,-0.03,Gillon et al. 2017
1581,Pr0211 c,,7.79,,,4850.0,5.5,0.71,Msini,0.0,,,0.33,-0.33,,,4560.0,-1750.0,3.0,-1.4,Radial Velocity,Ground,Roque de los Muchachos Observatory,,138.0,2016,0,,,Pr0211,0.83,0.94,,5300.0,[Fe/H],0.01,-0.01,0.01,-0.01,Malavolta et al. 2016
1682,Wolf 1061 b,,0.00601,,,4.8869,0.0375,0.15,Msini,0.0,,,0.00082,-0.00079,,,0.0005,-0.0005,0.0012,-0.0013,Radial Velocity,Ground,La Silla Observatory,,1.67,2015,0,,,Wolf 1061,0.31,0.29,M3.5,3342.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
1735,alf Tau b,,6.47,,,628.96,1.46,0.1,Msini,0.0,,,0.53,-0.53,,,0.9,-0.9,0.27,-0.27,Radial Velocity,Ground,Multiple Observatories,,142.1,2015,0,,,alf Tau,45.1,1.13,K5 III,4055.0,[Fe/H],0.1,-0.1,0.11,-0.11,Hatzes et al. 2015
1739,Wolf 1061 c,,0.01073,,,17.8719,0.089,0.11,Msini,0.0,,,0.00135,-0.0012900000000000001,,,0.0059,-0.0059,0.0029,-0.0031,Radial Velocity,Ground,La Silla Observatory,,1.92,2015,0,,,Wolf 1061,0.31,0.29,M3.5,3342.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
1740,Wolf 1061 d,,0.02423,,,217.21,0.47,0.55,Msini,0.0,,,0.00352,-0.0033399999999999997,,,0.55,-0.52,0.015,-0.017,Radial Velocity,Ground,La Silla Observatory,,2.23,2015,0,,,Wolf 1061,0.31,0.29,M3.5,3342.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
1798,BD-17 63 b,,5.1,,,655.6,1.34,0.54,Msini,0.0,,,0.12,-0.12,,,0.6,-0.6,0.02,-0.02,Radial Velocity,Ground,La Silla Observatory,,173.3,2008,0,,,BD-17 63,0.69,0.74,K5 V,4714.0,[Fe/H],,,0.03,-0.03,Moutou et al. 2009
1799,BD-13 2130 b,,9.78,,,714.29999,1.66,0.21,Msini,0.0,,,4.56,-4.56,,,5.3,-5.3,0.12,-0.12,Radial Velocity,Ground,La Silla Observatory,,137.6,2007,0,,,BD-13 2130,19.17,2.12,G5 IV/V,4545.0,[Fe/H],4.96,-4.96,1.47,-1.47,Stassun et al. 2017
1800,BD-11 4672 b,,0.65,,,1634.0,2.36,0.05,Msini,0.0,,,0.05,-0.06,,,13.0,-14.0,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,14.88,2014,0,,,BD-11 4672,0.64,0.65,K7 V,4550.0,[Fe/H],0.02,-0.02,0.03,-0.03,Barbato et al. 2020
1801,BD-10 3166 b,,0.59,,,3.48777,0.04,0.02,Msini,0.0,,,0.07,-0.07,,,0.00011,-0.00011,0.0,0.0,Radial Velocity,Ground,W. M. Keck Observatory,,60.9,2000,0,,,BD-10 3166,0.91,1.47,K0 V,5393.0,[Fe/H],0.04,-0.04,0.24,-0.24,Stassun et al. 2017
1802,BD-08 2823 b,,0.04,,,5.6,0.06,0.15,Msini,0.0,,,0.01,-0.01,,,0.02,-0.02,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,6.5,2009,0,,,BD-08 2823,0.71,0.5,K3 V,4816.0,[Fe/H],0.04,-0.04,0.26,-0.26,Stassun et al. 2017
1803,BD-08 2823 c,,0.33,,,237.6,0.68,0.19,Msini,0.0,,,0.03,-0.03,,,1.5,-1.5,0.02,-0.02,Radial Velocity,Ground,La Silla Observatory,,13.4,2009,0,,,BD-08 2823,0.71,0.5,K3 V,4816.0,[Fe/H],0.04,-0.04,0.26,-0.26,Hebrard et al. 2010
1804,BD-06 1339 b,,0.027,,,3.8728,0.0428,0.0,Msini,0.0,,,0.004,-0.004,,,0.0004,-0.0004,0.0007,-0.0007,Radial Velocity,Ground,La Silla Observatory,,4.4,2013,0,,,BD-06 1339,,0.7,K7/M0 V,4324.0,[Fe/H],,,,,Lo Curto et al. 2013
1805,BD-06 1339 c,,0.17,,,125.94,0.435,0.31,Msini,0.0,,,0.03,-0.03,,,0.44,-0.44,0.007,-0.007,Radial Velocity,Ground,La Silla Observatory,,9.1,2013,0,,,BD-06 1339,,0.7,K7/M0 V,4324.0,[Fe/H],,,,,Lo Curto et al. 2013
1806,BD+14 4559 b,,1.04,,,268.94,0.78,0.29,Msini,0.0,,,0.47,-0.47,,,0.99,-0.99,0.05,-0.05,Radial Velocity,Ground,McDonald Observatory,,55.2,2009,0,,,BD+14 4559,0.86,0.49,K2 V,4864.0,[Fe/H],0.04,-0.04,0.33,-0.33,Stassun et al. 2017
1807,BD+15 2940 b,,1.11,,,137.48,0.539,0.26,Msini,0.0,,,,,,,0.34,-0.34,,,Radial Velocity,Ground,McDonald Observatory,,42.7,2013,0,,,BD+15 2940,14.7,1.1,K0,4796.0,[Fe/H],2.8,-2.8,0.2,-0.2,Nowak et al. 2013
1808,BD+20 274 b,,4.2,,,578.2,1.3,0.21,Msini,0.0,,,,,,,5.4,-5.4,,,Radial Velocity,Ground,McDonald Observatory,,121.4,2012,0,,,BD+20 274,17.3,0.8,K5 III,4296.0,[Fe/H],0.9,-0.9,0.2,-0.2,Gettel et al. 2012
1809,BD+20 2457 b,,55.59,,,379.63,1.05,0.15,Msini,0.0,,,78.55,-78.55,,,2.0,-2.0,0.07,-0.07,Radial Velocity,Ground,McDonald Observatory,,322.4,2009,0,,,BD+20 2457,71.02,10.83,K2 II,4259.0,[Fe/H],73.63,-73.63,22.96,-22.96,Stassun et al. 2017
1810,BD+20 2457 c,,12.47,,,621.99,2.01,0.18,Msini,0.0,,,,,,,10.2,-10.2,,,Radial Velocity,Ground,McDonald Observatory,,160.03,2009,0,,,BD+20 2457,71.02,10.83,K2 II,4259.0,[Fe/H],73.63,-73.63,22.96,-22.96,Niedzielski et al. 2009
1811,HD 164595 b,,0.05078,,,40.0,0.23,0.088,Msini,0.0,,,0.00856,-0.00856,,,0.24,-0.24,,,Radial Velocity,Ground,Haute-Provence Observatory,,3.05,2015,0,,,HD 164595,,0.99,G2 V,5790.0,[Fe/H],,,0.03,-0.03,Courcol et al. 2015
1874,HD 1461 c,,0.01759,,,13.5052,0.1117,0.305,Msini,0.0,,,0.0023,-0.0023,,,0.0029,-0.0029,0.0039,-0.0039,Radial Velocity,Ground,La Silla Observatory,,1.49,2015,0,,,HD 1461,,1.02,G0 V,5765.0,[Fe/H],,,,,D&iacute;az et al. 2016
1875,HD 204313 c,,0.0553,,,34.905,0.2099,0.155,Msini,0.0,,,0.0053,-0.0053,,,0.012,-0.012,0.0071,-0.0071,Radial Velocity,Ground,La Silla Observatory,,3.42,2015,0,,,HD 204313,1.1,1.03,G5 V,5783.0,[Fe/H],0.02,-0.02,0.04,-0.04,D&iacute;az et al. 2016
1884,HD 32963 b,,0.7,,,2372.0,3.41,0.07,Msini,0.0,,,0.03,-0.03,,,26.0,-26.0,0.02,-0.02,Radial Velocity,Ground,W. M. Keck Observatory,,11.1,2015,0,,,HD 32963,,0.94,G5,5727.0,[Fe/H],,,,,Rowan et al. 2016
1885,TYC 3667-1280-1 b,,5.4,,,26.468,0.21,0.036,Msini,0.0,,,0.4,-0.4,,,0.005,-0.005,0.01,-0.01,Radial Velocity,Ground,McDonald Observatory,,242.4,2016,0,,,TYC 3667-1280-1,6.26,1.87,,5130.0,[Fe/H],0.86,-0.86,0.17,-0.17,Niedzielski et al. 2016
1920,Kepler-454 c,,4.46,,,523.9,,0.0214,Msini,0.0,,,0.12,-0.12,,,0.7,-0.7,,,Radial Velocity,Ground,Multiple Facilities,,110.44,2015,0,,,Kepler-454,1.05,0.85,,5701.0,[Fe/H],0.07,-0.07,0.22,-0.22,Gettel et al. 2016
1921,HD 33844 b,,2.01,,,551.40002,1.6,0.15,Msini,0.0,,,0.31,-0.31,,,7.8,-7.8,0.06,-0.06,Radial Velocity,Ground,Anglo-Australian Telescope,,33.5,2015,0,,,HD 33844,5.39,1.84,K0 III,4861.0,[Fe/H],0.28,-0.28,0.39,-0.39,Stassun et al. 2017
1922,HD 33844 c,,1.75,,,916.0,2.24,0.13,Msini,0.0,,,0.18,-0.18,,,29.5,-29.5,0.05,-0.05,Radial Velocity,Ground,Anglo-Australian Telescope,,25.4,2015,0,,,HD 33844,5.39,1.84,K0 III,4861.0,[Fe/H],0.28,-0.28,0.39,-0.39,Wittenmyer et al. 2016
2015,KELT-6 c,,3.71,,,1276.0,2.39,0.21,Msini,0.0,,,0.21,-0.21,,,81.0,-67.0,0.11,-0.11,Radial Velocity,Ground,Multiple Observatories,,65.7,2015,0,,,KELT-6,1.73,1.42,F8,6102.0,[Fe/H],0.12,-0.12,0.46,-0.46,Damasso et al. 2015
2017,WASP-47 c,,1.2528700000000002,,,588.5,1.393,0.296,Msini,0.0,,,0.02926,-0.02926,,,2.4,-2.4,0.014,-0.014,Radial Velocity,Ground,La Silla Observatory,,,2015,0,,,WASP-47,1.14,1.04,,5552.0,[M/H],0.01,-0.01,0.03,-0.03,Vanderburg et al. 2017
2020,WASP-41 c,,3.18,,,421.0,1.07,0.294,Msini,0.0,,,0.2,-0.2,,,2.0,-2.0,0.03,-0.03,Radial Velocity,Ground,La Silla Observatory,,94.0,2015,0,,,WASP-41,0.83,0.81,,5545.0,[Fe/H],0.04,-0.04,0.15,-0.15,Neveu-VanMalle et al. 2015
2021,HD 11755 b,,5.63,,,433.70001,1.09,0.19,Msini,0.0,,,0.92,-0.92,,,3.2,-3.2,0.04,-0.04,Radial Velocity,Ground,Bohyunsan Optical Astronomical Observatory,,191.3,2015,0,,,HD 11755,20.58,0.72,G5,4312.0,[Fe/H],2.27,-2.27,0.17,-0.17,Stassun et al. 2017
2079,HD 12648 b,,1.96,,,133.60001,0.54,0.04,Msini,0.0,,,0.22,-0.22,,,0.5,-0.5,0.02,-0.02,Radial Velocity,Ground,Bohyunsan Optical Astronomical Observatory,,102.0,2015,0,,,HD 12648,11.02,0.67,G5,4835.0,[Fe/H],0.48,-0.48,0.07,-0.07,Stassun et al. 2017
2080,HD 24064 b,,12.89,,,535.59998,1.29,0.35,Msini,0.0,,,2.89,-2.89,,,3.0,-3.0,0.04,-0.04,Radial Velocity,Ground,Bohyunsan Optical Astronomical Observatory,,251.0,2015,0,,,HD 24064,40.0,1.61,K0,4052.0,[Fe/H],4.2,-4.2,0.53,-0.53,Stassun et al. 2017
2081,8 UMi b,,1.31,,,93.4,0.49,0.06,Msini,0.0,,,0.16,-0.16,,,4.5,-4.5,0.02,-0.02,Radial Velocity,Ground,Bohyunsan Optical Astronomical Observatory,,46.1,2015,0,,,8 UMi,10.3,1.44,K0,4847.0,[Fe/H],0.57,-0.57,0.19,-0.19,Stassun et al. 2017
2083,HD 155233 b,,2.6,,,818.8,2.0,0.04,Msini,0.0,,,0.3,-0.3,,,12.1,-12.1,0.06,-0.06,Radial Velocity,Ground,Anglo-Australian Telescope,,40.5,2015,0,,,HD 155233,5.03,1.69,K1 III,4960.0,[Fe/H],0.39,-0.39,0.14,-0.14,Jones et al. 2016
2185,HD 95872 b,,3.74,,,4375.0,5.15,0.06,Msini,0.0,,,0.93,-0.93,,,170.0,-170.0,0.16,-0.16,Radial Velocity,Ground,Multiple Facilities,,59.0,2015,0,,,HD 95872,0.84,0.7,K0 V,5312.0,[Fe/H],0.04,-0.04,0.25,-0.25,Stassun et al. 2017
2186,psi 1 Dra B b,,1.53,,,3117.0,4.43,0.4,Msini,0.0,,,0.1,-0.1,,,42.0,-42.0,0.04,-0.04,Radial Velocity,Ground,McDonald Observatory,,21.0,2015,0,,,psi 1 Dra B,,1.19,G0 V,6212.0,[Fe/H],,,0.07,-0.07,Endl et al. 2016
2187,HD 5583 b,,5.78,,,139.35,0.53,0.076,Msini,0.0,,,0.53,-0.53,,,0.21,-0.22,0.02,-0.02,Radial Velocity,Ground,Roque de los Muchachos Observatory,,225.8,2016,0,,,HD 5583,9.09,1.01,,4830.0,[Fe/H],1.5,-1.5,0.1,-0.1,Niedzielski et al. 2016
2188,BD+15 2375 b,,1.061,,,153.22,0.576,0.001,Msini,0.0,,,0.27,-0.27,,,0.44,-0.44,0.027,-0.027,Radial Velocity,Ground,Roque de los Muchachos Observatory,,38.3,2016,0,,,BD+15 2375,8.95,1.08,G5,4649.0,[Fe/H],1.45,-1.45,0.14,-0.14,Niedzielski et al. 2016
2247,HD 143105 b,,1.21,,,2.1974,0.0379,0.07,Msini,0.0,,,0.06,-0.06,,,0.0003,-0.0003,0.0009,-0.0009,Radial Velocity,Ground,Haute-Provence Observatory,,144.0,2016,0,,,HD 143105,,1.51,F5,6380.0,[Fe/H],,,0.11,-0.11,H&eacute;brard et al. 2016
2248,HIP 109600 b,,2.68,,,232.08,0.706,0.163,Msini,0.0,,,0.12,-0.12,,,0.15,-0.15,0.016,-0.016,Radial Velocity,Ground,Haute-Provence Observatory,,98.6,2016,0,,,HIP 109600,,0.87,G5,5530.0,[Fe/H],,,0.06,-0.06,H&eacute;brard et al. 2016
2249,HD 35759 b,,3.76,,,82.467,0.389,0.389,Msini,0.0,,,0.17,-0.17,,,0.019,-0.019,0.009,-0.009,Radial Velocity,Ground,Haute-Provence Observatory,,173.9,2016,0,,,HD 35759,,1.15,G0,6060.0,[Fe/H],,,0.08,-0.08,H&eacute;brard et al. 2016
2378,HD 191806 b,,8.52,,,1606.3,2.8,0.259,Msini,0.0,,,0.63,-0.63,,,7.2,-7.2,0.1,-0.1,Radial Velocity,Ground,Haute-Provence Observatory,,140.5,2016,0,,,HD 191806,,1.14,K0,6010.0,[Fe/H],,,0.12,-0.12,D&iacute;az et al. 2016
2379,HD 214823 b,,20.3,,,1854.4,3.23,0.1641,Msini,0.0,,,2.6,-2.6,,,1.1,-1.1,0.2,-0.2,Radial Velocity,Ground,Haute-Provence Observatory,,285.47,2016,0,,,HD 214823,2.04,1.31,G0,5933.0,[Fe/H],0.15,-0.15,0.24,-0.24,Ment et al. 2018
2380,HD 221585 b,,1.61,,,1173.0,2.306,0.123,Msini,0.0,,,0.14,-0.14,,,16.0,-16.0,0.081,-0.081,Radial Velocity,Ground,Haute-Provence Observatory,,27.9,2016,0,,,HD 221585,,1.19,G8 IV,5620.0,[Fe/H],,,0.12,-0.12,D&iacute;az et al. 2016
2383,HD 219828 c,,14.6,,,4682.0,5.79,0.8102,Msini,0.0,,,2.3,-2.3,,,99.0,-99.0,0.41,-0.41,Radial Velocity,Ground,Multiple Facilities,,270.7,2016,0,,,HD 219828,1.61,1.18,G0 IV,5807.0,[Fe/H],0.1,-0.1,0.2,-0.2,Ment et al. 2018
2434,WASP-94 B b,,0.618,,,2.00839,0.0335,0.0,Msini,0.0,,,0.028,-0.029,,,0.00024,-0.00024,0.0006,-0.0005,Radial Velocity,Ground,SuperWASP,,86.48,2014,0,,,WASP-94 B,1.35,1.24,F9,6040.0,[Fe/H],0.12,-0.12,0.09,-0.09,Neveu-VanMalle et al. 2014
2449,V830 Tau b,,0.7,,55.0,4.927,0.057,,Mass,0.0,,,0.12,-0.12,10.0,-10.0,0.008,-0.008,0.001,-0.001,Radial Velocity,Ground,Multiple Observatories,,68.0,2016,0,,,V830 Tau,2.0,1.0,,4250.0,,0.2,-0.2,0.05,-0.05,Donati et al. 2017
2507,XO-2 S b,,0.26,,,18.157,0.13,0.18,Msini,0.0,,,0.04,-0.04,,,0.034,-0.034,0.0,0.0,Radial Velocity,Ground,Roque de los Muchachos Observatory,,20.6,2014,0,,,XO-2 S,1.0,0.98,,5399.0,[Fe/H],0.04,-0.04,0.2,-0.2,Stassun et al. 2017
2508,XO-2 S c,,1.37,,,120.8,0.4756,0.1528,Msini,0.0,,,0.053,-0.053,,,0.34,-0.34,0.0087,-0.0087,Radial Velocity,Ground,Roque de los Muchachos Observatory,,57.68,2014,0,,,XO-2 S,1.0,0.98,,5399.0,[Fe/H],0.04,-0.04,0.2,-0.2,Desidera et al. 2014
2520,GJ 3998 b,,0.00777,,,2.64977,0.029,0.0,Msini,0.0,,,0.00085,-0.00085,,,0.00081,-0.00077,0.001,-0.001,Radial Velocity,Ground,Roque de los Muchachos Observatory,,1.82,2016,0,,,GJ 3998,0.49,0.5,M1,3722.0,[Fe/H],0.05,-0.05,0.05,-0.05,Affer et al. 2016
2521,GJ 3998 c,,0.0197,,,13.74,0.089,0.049,Msini,0.0,,,0.00249,-0.0023899999999999998,,,0.016,-0.016,0.003,-0.003,Radial Velocity,Ground,Roque de los Muchachos Observatory,,2.67,2016,0,,,GJ 3998,0.49,0.5,M1,3722.0,[Fe/H],0.05,-0.05,0.05,-0.05,Affer et al. 2016
2523,Proxima Cen b,,0.004,,,11.186,0.0485,0.35,Msini,0.0,,,0.0006,-0.00053,,,0.001,-0.002,0.0041,-0.0051,Radial Velocity,Ground,European Southern Observatory,,1.38,2016,0,,,Proxima Cen,0.14,0.12,M5.5 V,3050.0,,0.02,-0.02,0.01,-0.01,Anglada-Escud&eacute; et al. 2016
2527,GJ 676 A c,,6.8,,,7337.0,6.6,,Msini,0.0,,,0.1,-0.1,,,95.0,-92.0,0.1,-0.1,Radial Velocity,Ground,Paranal Observatory,,88.7,2016,0,,,GJ 676 A,0.69,0.73,M0 V,3734.0,[Fe/H],0.07,-0.07,0.21,-0.21,Sahlmann et al. 2016
2537,HD 30177 c,,7.6,,,11613.0,9.89,0.22,Msini,0.0,,,3.1,-3.1,,,1837.0,-1837.0,1.04,-1.04,Radial Velocity,Ground,Multiple Observatories,,70.8,2016,0,,,HD 30177,1.02,1.05,G8 V,5607.0,[Fe/H],0.03,-0.03,0.02,-0.02,Wittenmyer et al. 2017
2668,HD 59686 A b,,6.92,,,299.36,1.086,0.05,Msini,0.0,,,0.18,-0.24,,,0.26,-0.31,0.0006,-0.0007,Radial Velocity,Ground,Lick Observatory,,136.9,2016,0,,,HD 59686 A,13.2,1.9,K2 III,4658.0,[Fe/H],0.3,-0.3,0.2,-0.2,Ortiz et al. 2016
2672,HD 133131 A b,,1.42,,,649.0,1.44,0.33,Msini,0.0,,,0.04,-0.04,,,3.0,-3.0,0.005,-0.005,Radial Velocity,Ground,Las Campanas Observatory,,36.52,2016,0,,,HD 133131 A,,0.95,G2 V,5799.0,[Fe/H],,,,,Teske et al. 2016
2673,HD 133131 A c,,0.42,,,3568.0,4.49,0.49,Msini,0.0,,,0.15,-0.15,,,1084.0,-1084.0,0.92,-0.92,Radial Velocity,Ground,Las Campanas Observatory,,6.89,2016,0,,,HD 133131 A,,0.95,G2 V,5799.0,[Fe/H],,,,,Teske et al. 2016
2674,HD 133131 B b,,2.5,,,5769.0,6.15,0.61,Msini,0.0,,,0.05,-0.05,,,831.0,-831.0,0.59,-0.59,Radial Velocity,Ground,Las Campanas Observatory,,37.41,2016,0,,,HD 133131 B,,0.93,G2 V,5805.0,[Fe/H],,,,,Teske et al. 2016
2680,HD 111998 b,,4.51,,,825.9,1.82,0.03,Msini,0.0,,,0.5,-0.5,,,6.2,-6.2,0.07,-0.07,Radial Velocity,Ground,La Silla Observatory,,87.6,2016,0,,,HD 111998,1.45,1.18,F5 V,6557.0,[Fe/H],0.07,-0.07,0.12,-0.12,Borgniet et al. 2017
2712,Kepler-407 c,,12.6,,,3000.0,,,Mass,0.0,,,6.3,-6.3,,,500.0,-500.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,164.0,2014,0,,,Kepler-407,1.01,1.0,,5476.0,[Fe/H],0.07,-0.07,0.06,-0.06,Marcy et al. 2014
2740,NGC 2682 YBP 401 b,,0.46,,,4.087,,0.15,Msini,0.0,,,0.05,-0.05,,,0.007,-0.007,,,Radial Velocity,Ground,La Silla Observatory,,49.06,2016,0,,,NGC 2682 YBP 401,,1.14,F9 V,6165.0,,,,0.02,-0.02,Brucalassi et al. 2016
2789,Kepler-424 c,,6.97,,,223.3,0.73,,Msini,0.0,,,0.62,-0.62,,,2.1,-2.1,0.08,-0.07,Radial Velocity,Ground,McDonald Observatory,,246.0,2014,0,,,Kepler-424,0.94,1.01,,5460.0,[Fe/H],0.06,-0.06,0.05,-0.05,Endl et al. 2014
2857,Kepler-432 c,,2.43,,,406.2,,0.498,Msini,0.0,,,0.22,-0.24,,,3.9,-2.5,,,Radial Velocity,Ground,Fred Lawrence Whipple Observatory,,62.1,2015,0,,,Kepler-432,4.06,1.32,,4995.0,[m/H],0.12,-0.08,0.1,-0.07,Quinn et al. 2015
2883,HD 9174 b,,1.11,,,1179.0,2.2,0.12,Msini,0.0,,,0.14,-0.14,,,34.0,-34.0,0.09,-0.09,Radial Velocity,Ground,Multiple Observatories,,20.8,2016,0,,,HD 9174,1.67,1.03,G8 IV,5577.0,[Fe/H],0.07,-0.07,0.05,-0.05,Jenkins et al. 2017
2884,HD 68402 b,,3.07,,,1103.0,2.18,0.03,Msini,0.0,,,0.35,-0.35,,,33.0,-33.0,0.09,-0.09,Radial Velocity,Ground,Multiple Observatories,,54.7,2016,0,,,HD 68402,1.02,1.12,G5 IV/V,5950.0,[Fe/H],0.05,-0.05,0.05,-0.05,Jenkins et al. 2017
2885,HD 72892 b,,5.45,,,39.475,0.228,0.423,Msini,0.0,,,0.37,-0.37,,,0.004,-0.004,0.008,-0.008,Radial Velocity,Ground,Multiple Observatories,,318.4,2016,0,,,HD 72892,1.22,1.02,G5 V,5688.0,[Fe/H],0.06,-0.06,0.05,-0.05,Jenkins et al. 2017
2886,HD 128356 b,,0.89,,,298.2,0.87,0.57,Msini,0.0,,,0.07,-0.07,,,1.6,-1.6,0.03,-0.03,Radial Velocity,Ground,Multiple Observatories,,36.9,2016,0,,,HD 128356,0.85,0.65,K3 V,4875.0,[Fe/H],0.02,-0.02,0.05,-0.05,Jenkins et al. 2017
2887,HD 147873 b,,5.14,,,116.596,0.522,0.207,Msini,0.0,,,0.34,-0.34,,,0.023,-0.023,0.018,-0.018,Radial Velocity,Ground,Multiple Observatories,,171.5,2016,0,,,HD 147873,2.29,1.38,G1 V,5972.0,[Fe/H],0.1,-0.1,0.05,-0.05,Jenkins et al. 2017
2888,HD 147873 c,,2.3,,,491.54,1.36,0.23,Msini,0.0,,,0.18,-0.18,,,0.79,-0.79,0.05,-0.05,Radial Velocity,Ground,Multiple Observatories,,47.9,2016,0,,,HD 147873,2.29,1.38,G1 V,5972.0,[Fe/H],0.1,-0.1,0.05,-0.05,Jenkins et al. 2017
2889,HD 165155 b,,2.89,,,434.5,1.13,0.2,Msini,0.0,,,0.23,-0.23,,,2.1,-2.1,0.04,-0.04,Radial Velocity,Ground,Multiple Observatories,,75.8,2016,0,,,HD 165155,0.95,1.02,G8 V,5426.0,[Fe/H],0.11,-0.11,0.05,-0.05,Jenkins et al. 2017
2890,HD 224538 b,,5.97,,,1189.1,2.28,0.464,Msini,0.0,,,0.42,-0.42,,,5.1,-5.1,0.08,-0.08,Radial Velocity,Ground,Multiple Observatories,,107.0,2016,0,,,HD 224538,1.54,1.34,F9 IV/V,6097.0,[Fe/H],0.06,-0.06,0.05,-0.05,Jenkins et al. 2017
2896,HD 87646 b,,12.4,,,13.481,0.117,0.05,Msini,0.0,,,0.7,-0.7,,,0.001,-0.001,0.003,-0.003,Radial Velocity,Ground,Apache Point Observatory,,956.0,2016,0,,,HD 87646,1.55,1.12,G,5770.0,[Fe/H],0.22,-0.22,0.09,-0.09,Ma et al. 2016
2899,Kepler-56 d,,5.61,,,1002.0,2.16,0.2,Msini,0.0,,,0.38,-0.38,,,5.0,-5.0,0.08,-0.08,Radial Velocity,Ground,Multiple Observatories,,95.21,2016,0,,,Kepler-56,4.23,1.32,,4840.0,[Fe/H],0.15,-0.15,0.13,-0.13,Otor et al. 2016
3002,NGC 2682 YBP 1194 b,,0.32,,,6.959,,0.3,Msini,0.0,,,0.03,-0.03,,,0.001,-0.001,,,Radial Velocity,Ground,Multiple Observatories,,35.8,2014,0,,,NGC 2682 YBP 1194,,1.01,G5 V,5780.0,,,,0.02,-0.02,Brucalassi et al. 2016
3003,NGC 2682 YBP 1514 b,,0.4,,,5.118,,0.28,Msini,0.0,,,0.38,-0.38,,,0.001,-0.001,,,Radial Velocity,Ground,Multiple Observatories,,50.06,2014,0,,,NGC 2682 YBP 1514,,0.96,G5 V,5725.0,,,,0.01,-0.01,Brucalassi et al. 2016
3004,NGC 2682 Sand 364 b,,6.69,,,121.71,0.53,0.35,Msini,0.0,,,8.12,-8.12,,,0.31,-0.31,0.01,-0.01,Radial Velocity,Ground,Multiple Observatories,,67.4,2014,0,,,NGC 2682 Sand 364,39.59,9.06,K3 III,4284.0,[Fe/H],35.82,-35.82,16.45,-16.45,Stassun et al. 2017
3141,Pr0201 b,,0.54,,,4.4264,0.06,0.0,Msini,0.0,,,0.12,-0.12,,,0.007,-0.007,0.0,0.0,Radial Velocity,Ground,Fred Lawrence Whipple Observatory,,58.1,2012,0,,,Pr0201,1.15,1.24,,6174.0,[Fe/H],0.12,-0.12,0.39,-0.39,Stassun et al. 2017
3142,Pr0211 b,,1.88,,,2.1461,0.031760000000000004,0.011,Msini,0.0,,,0.03,-0.03,,,3e-05,-3e-05,0.00015,-0.00015,Radial Velocity,Ground,Fred Lawrence Whipple Observatory,,309.7,2012,0,,,Pr0211,0.83,0.94,,5300.0,[Fe/H],0.01,-0.01,0.01,-0.01,Malavolta et al. 2016
3204,TYC 1422-614-1 b,,2.5,,,198.4,0.69,0.06,Msini,0.0,,,0.4,-0.4,,,0.42,-0.42,0.03,-0.03,Radial Velocity,Ground,Multiple Observatories,,82.0,2014,0,,,TYC 1422-614-1,6.85,1.15,,4806.0,[Fe/H],1.38,-1.38,0.18,-0.18,Niedzielski et al. 2015
3205,TYC 1422-614-1 c,,10.0,,,559.3,1.37,0.048,Msini,0.0,,,1.0,-1.0,,,1.2,-1.2,0.06,-0.06,Radial Velocity,Ground,Multiple Observatories,,233.0,2014,0,,,TYC 1422-614-1,6.85,1.15,,4806.0,[Fe/H],1.38,-1.38,0.18,-0.18,Niedzielski et al. 2015
3240,HIP 65891 b,,6.0,,,1084.5,2.81,0.13,Msini,0.0,,,0.49,-0.49,,,23.2,-23.2,0.09,-0.09,Radial Velocity,Ground,Multiple Observatories,,64.9,2015,0,,,HIP 65891,8.93,2.5,K0 III,5000.0,[Fe/H],1.02,-1.02,0.21,-0.21,Jones et al. 2015
